PID    | TIME
11780  | 21:25:00.590659
10448  | 21:25:00.594660
6652   | 21:25:00.598661
9716   | 21:25:00.603662
11444  | 21:25:00.608663
6576   | 21:25:00.612664
2928   | 21:25:00.617664
9916   | 21:25:00.621666
10688  | 21:25:00.625666
3200   | 21:25:00.629668
11156  | 21:25:00.633668
10656  | 21:25:00.637670
11636  | 21:25:00.641670
11312  | 21:25:00.645671
12088  | 21:25:00.649673
11284  | 21:25:00.653674
6584   | 21:25:00.657674
9748   | 21:25:00.662674
10904  | 21:25:00.666675
7720   | 21:25:00.670677
10860  | 21:25:00.674678
11352  | 21:25:00.678678
11192  | 21:25:00.682679
12000  | 21:25:00.686681
10652  | 21:25:00.691682
7936   | 21:25:00.696684
8324   | 21:25:00.700684
6136   | 21:25:00.704684
10516  | 21:25:00.709686
5728   | 21:25:00.713687
1600   | 21:25:00.717687
6996   | 21:25:00.721688
11780  | 21:25:00.725689
10448  | 21:25:00.730691
6652   | 21:25:00.734691
9716   | 21:25:00.739692
11444  | 21:25:00.743693
6576   | 21:25:00.747695
2928   | 21:25:00.751695
9916   | 21:25:00.756697
10688  | 21:25:00.760697
3200   | 21:25:00.764697
11156  | 21:25:00.768699
10656  | 21:25:00.772700
11636  | 21:25:00.776702
11312  | 21:25:00.780702
12088  | 21:25:00.784702
11284  | 21:25:00.788704
6584   | 21:25:00.792705
9748   | 21:25:00.806710
10904  | 21:25:00.810711
7720   | 21:25:00.815713
10860  | 21:25:00.819712
11352  | 21:25:00.823713
11192  | 21:25:00.827714
12000  | 21:25:00.832716
10652  | 21:25:00.836716
7936   | 21:25:00.840718
8324   | 21:25:00.844718
6136   | 21:25:00.848719
10516  | 21:25:00.852721
5728   | 21:25:00.856721
1600   | 21:25:00.861721
6996   | 21:25:00.865724
11780  | 21:25:00.869724
10448  | 21:25:00.874726
6652   | 21:25:00.879726
9716   | 21:25:00.883727
11444  | 21:25:00.888727
6576   | 21:25:00.892730
2928   | 21:25:00.896730
9916   | 21:25:00.900730
10688  | 21:25:00.904731
3200   | 21:25:00.908733
11156  | 21:25:00.912734
10656  | 21:25:00.916735
11636  | 21:25:00.920736
11312  | 21:25:00.924736
12088  | 21:25:00.929737
11284  | 21:25:00.934738
6584   | 21:25:00.938739
9748   | 21:25:00.943741
10904  | 21:25:00.948743
7720   | 21:25:00.952743
10860  | 21:25:00.957743
11352  | 21:25:00.961745
11192  | 21:25:00.965747
12000  | 21:25:00.969747
10652  | 21:25:00.973748
7936   | 21:25:00.977749
8324   | 21:25:00.981748
6136   | 21:25:00.986750
10516  | 21:25:00.991751
5728   | 21:25:00.995752
1600   | 21:25:01.000753
6996   | 21:25:01.004755
11780  | 21:25:01.008755
10448  | 21:25:01.012756
6652   | 21:25:01.016757
9716   | 21:25:01.020758
11444  | 21:25:01.024758
6576   | 21:25:01.028760
2928   | 21:25:01.032760
9916   | 21:25:01.037761
10688  | 21:25:01.041763
3200   | 21:25:01.045764
11156  | 21:25:01.049764
10656  | 21:25:01.054766
11636  | 21:25:01.058767
11312  | 21:25:01.062767
12088  | 21:25:01.066769
11284  | 21:25:01.070769
6584   | 21:25:01.075771
9748   | 21:25:01.079771
10904  | 21:25:01.083772
7720   | 21:25:01.087774
10860  | 21:25:01.092774
11352  | 21:25:01.096775
11192  | 21:25:01.101777
12000  | 21:25:01.105779
10652  | 21:25:01.110778
7936   | 21:25:01.114780
8324   | 21:25:01.119780
6136   | 21:25:01.123781
10516  | 21:25:01.128783
5728   | 21:25:01.132783
1600   | 21:25:01.137784
6996   | 21:25:01.142785
11780  | 21:25:01.146786
10448  | 21:25:01.151788
6652   | 21:25:01.155788
9716   | 21:25:01.159790
11444  | 21:25:01.163791
6576   | 21:25:01.168791
2928   | 21:25:01.173793
9916   | 21:25:01.178794
10688  | 21:25:01.182794
3200   | 21:25:01.186795
11156  | 21:25:01.190796
10656  | 21:25:01.194797
11636  | 21:25:01.199798
11312  | 21:25:01.203799
12088  | 21:25:01.208801
11284  | 21:25:01.212802
6584   | 21:25:01.216802
9748   | 21:25:01.221804
10904  | 21:25:01.225804
7720   | 21:25:01.230805
10860  | 21:25:01.235806
11352  | 21:25:01.239807
11192  | 21:25:01.243809
12000  | 21:25:01.248809
10652  | 21:25:01.253810
7936   | 21:25:01.257812
8324   | 21:25:01.262812
6136   | 21:25:01.267814
10516  | 21:25:01.271815
5728   | 21:25:01.276816
1600   | 21:25:01.281817
6996   | 21:25:01.286817
11780  | 21:25:01.290819
10448  | 21:25:01.295821
6652   | 21:25:01.299821
9716   | 21:25:01.303822
11444  | 21:25:01.307823
6576   | 21:25:01.311823
2928   | 21:25:01.315825
9916   | 21:25:01.319825
10688  | 21:25:01.323827
3200   | 21:25:01.328827
11156  | 21:25:01.332829
10656  | 21:25:01.337830
11636  | 21:25:01.341831
11312  | 21:25:01.345832
12088  | 21:25:01.350833
11284  | 21:25:01.354834
6584   | 21:25:01.358834
9748   | 21:25:01.362835
10904  | 21:25:01.366837
7720   | 21:25:01.370837
10860  | 21:25:01.374839
11352  | 21:25:01.378838
11192  | 21:25:01.382839
12000  | 21:25:01.386841
10652  | 21:25:01.391841
7936   | 21:25:01.396844
8324   | 21:25:01.401844
6136   | 21:25:01.405846
10516  | 21:25:01.410846
5728   | 21:25:01.415848
1600   | 21:25:01.419848
6996   | 21:25:01.423850
11780  | 21:25:01.428850
10448  | 21:25:01.432851
6652   | 21:25:01.436853
9716   | 21:25:01.441854
11444  | 21:25:01.445854
6576   | 21:25:01.450855
2928   | 21:25:01.454856
9916   | 21:25:01.459857
10688  | 21:25:01.464858
3200   | 21:25:01.469859
11156  | 21:25:01.474861
10656  | 21:25:01.479862
11636  | 21:25:01.484862
11312  | 21:25:01.490865
12088  | 21:25:01.495866
11284  | 21:25:01.501866
6584   | 21:25:01.506867
9748   | 21:25:01.510869
10904  | 21:25:01.515871
7720   | 21:25:01.520872
10860  | 21:25:01.525873
11352  | 21:25:01.530874
11192  | 21:25:01.535876
12000  | 21:25:01.540876
10652  | 21:25:01.545878
7936   | 21:25:01.550877
8324   | 21:25:01.554879
6136   | 21:25:01.558879
10516  | 21:25:01.563881
5728   | 21:25:01.567881
1600   | 21:25:01.571882
6996   | 21:25:01.576884
11780  | 21:25:01.580885
10448  | 21:25:01.585886
6652   | 21:25:01.589887
9716   | 21:25:01.594888
11444  | 21:25:01.598888
6576   | 21:25:01.603890
2928   | 21:25:01.607890
9916   | 21:25:01.612892
10688  | 21:25:01.616893
3200   | 21:25:01.620893
11156  | 21:25:01.629896
10656  | 21:25:01.633896
11636  | 21:25:01.638897
11312  | 21:25:01.642899
12088  | 21:25:01.646899
11284  | 21:25:01.650901
6584   | 21:25:01.654901
9748   | 21:25:01.658902
10904  | 21:25:01.662902
7720   | 21:25:01.666904
10860  | 21:25:01.670905
11352  | 21:25:01.675906
11192  | 21:25:01.679907
12000  | 21:25:01.684908
10652  | 21:25:01.688909
7936   | 21:25:01.693910
8324   | 21:25:01.697910
6136   | 21:25:01.701912
10516  | 21:25:01.705914
5728   | 21:25:01.710914
1600   | 21:25:01.714915
6996   | 21:25:01.718916
11780  | 21:25:01.722917
10448  | 21:25:01.726918
6652   | 21:25:01.730919
9716   | 21:25:01.734920
11444  | 21:25:01.738920
6576   | 21:25:01.742921
2928   | 21:25:01.747923
9916   | 21:25:01.751923
10688  | 21:25:01.755924
3200   | 21:25:01.759925
11156  | 21:25:01.763926
10656  | 21:25:01.767927
11636  | 21:25:01.772927
11312  | 21:25:01.776929
12088  | 21:25:01.780930
11284  | 21:25:01.784931
6584   | 21:25:01.788932
9748   | 21:25:01.792933
10904  | 21:25:01.796933
7720   | 21:25:01.800935
10860  | 21:25:01.804935
11352  | 21:25:01.808936
11192  | 21:25:01.814938
12000  | 21:25:01.819939
10652  | 21:25:01.823939
7936   | 21:25:01.827941
8324   | 21:25:01.832941
6136   | 21:25:01.836941
10516  | 21:25:01.841944
5728   | 21:25:01.845945
1600   | 21:25:01.849945
6996   | 21:25:01.853947
11780  | 21:25:01.857947
10448  | 21:25:01.862949
6652   | 21:25:01.866949
9716   | 21:25:01.871950
11444  | 21:25:01.875950
6576   | 21:25:01.879953
2928   | 21:25:01.883954
9916   | 21:25:01.887953
10688  | 21:25:01.892956
3200   | 21:25:01.896956
11156  | 21:25:01.900957
10656  | 21:25:01.904958
11636  | 21:25:01.908959
11312  | 21:25:01.912959
12088  | 21:25:01.916960
11284  | 21:25:01.920961
6584   | 21:25:01.924962
9748   | 21:25:01.928963
10904  | 21:25:01.933964
7720   | 21:25:01.938965
10860  | 21:25:01.943966
11352  | 21:25:01.947967
11192  | 21:25:01.951969
12000  | 21:25:01.956970
10652  | 21:25:01.961970
7936   | 21:25:01.966971
8324   | 21:25:01.970972
6136   | 21:25:01.975975
10516  | 21:25:01.979974
5728   | 21:25:01.983975
1600   | 21:25:01.987976
6996   | 21:25:01.991977
11780  | 21:25:01.995979
10448  | 21:25:01.999979
6652   | 21:25:02.004980
9716   | 21:25:02.008981
11444  | 21:25:02.012981
6576   | 21:25:02.016983
2928   | 21:25:02.020983
9916   | 21:25:02.024984
10688  | 21:25:02.028986
3200   | 21:25:02.032986
11156  | 21:25:02.036987
10656  | 21:25:02.040988
11636  | 21:25:02.044989
11312  | 21:25:02.049991
12088  | 21:25:02.053991
11284  | 21:25:02.057992
6584   | 21:25:02.061993
9748   | 21:25:02.065993
10904  | 21:25:02.069994
7720   | 21:25:02.073995
10860  | 21:25:02.077996
11352  | 21:25:02.082997
11192  | 21:25:02.087999
12000  | 21:25:02.091999
10652  | 21:25:02.097001
7936   | 21:25:02.101001
8324   | 21:25:02.105002
6136   | 21:25:02.109003
10516  | 21:25:02.113004
5728   | 21:25:02.117006
1600   | 21:25:02.121006
6996   | 21:25:02.125007
11780  | 21:25:02.129008
10448  | 21:25:02.134009
6652   | 21:25:02.138010
9716   | 21:25:02.143012
11444  | 21:25:02.147012
6576   | 21:25:02.151013
2928   | 21:25:02.155014
9916   | 21:25:02.159015
10688  | 21:25:02.163016
3200   | 21:25:02.167017
11156  | 21:25:02.171017
10656  | 21:25:02.175018
11636  | 21:25:02.179020
11312  | 21:25:02.183020
12088  | 21:25:02.187021
11284  | 21:25:02.191022
6584   | 21:25:02.195023
9748   | 21:25:02.199024
10904  | 21:25:02.203025
7720   | 21:25:02.208026
10860  | 21:25:02.212027
11352  | 21:25:02.216027
11192  | 21:25:02.221029
12000  | 21:25:02.225029
10652  | 21:25:02.230030
7936   | 21:25:02.234031
8324   | 21:25:02.238032
6136   | 21:25:02.242033
10516  | 21:25:02.246034
5728   | 21:25:02.251035
1600   | 21:25:02.255036
6996   | 21:25:02.259037
11780  | 21:25:02.264039
10448  | 21:25:02.268039
6652   | 21:25:02.272041
9716   | 21:25:02.276042
11444  | 21:25:02.281042
6576   | 21:25:02.285043
2928   | 21:25:02.289044
9916   | 21:25:02.293045
10688  | 21:25:02.297046
3200   | 21:25:02.301047
11156  | 21:25:02.305047
10656  | 21:25:02.309048
11636  | 21:25:02.313049
11312  | 21:25:02.317050
12088  | 21:25:02.322051
11284  | 21:25:02.327053
6584   | 21:25:02.331054
9748   | 21:25:02.336054
10904  | 21:25:02.340055
7720   | 21:25:02.345057
10860  | 21:25:02.349057
11352  | 21:25:02.353058
11192  | 21:25:02.357060
12000  | 21:25:02.361060
10652  | 21:25:02.365061
7936   | 21:25:02.369062
8324   | 21:25:02.373063
6136   | 21:25:02.377064
10516  | 21:25:02.381065
5728   | 21:25:02.385065
1600   | 21:25:02.389066
6996   | 21:25:02.394068
11780  | 21:25:02.398069
10448  | 21:25:02.403070
6652   | 21:25:02.407071
9716   | 21:25:02.412073
11444  | 21:25:02.416075
6576   | 21:25:02.420073
2928   | 21:25:02.424074
9916   | 21:25:02.428075
10688  | 21:25:02.433076
3200   | 21:25:02.437077
11156  | 21:25:02.441079
10656  | 21:25:02.445079
11636  | 21:25:02.449080
11312  | 21:25:02.453082
12088  | 21:25:02.458083
11284  | 21:25:02.462083
6584   | 21:25:02.467084
9748   | 21:25:02.472085
10904  | 21:25:02.476087
7720   | 21:25:02.480087
10860  | 21:25:02.485089
11352  | 21:25:02.489089
11192  | 21:25:02.494090
12000  | 21:25:02.498091
10652  | 21:25:02.503092
7936   | 21:25:02.507093
8324   | 21:25:02.511094
6136   | 21:25:02.515095
10516  | 21:25:02.519096
5728   | 21:25:02.523097
1600   | 21:25:02.527098
6996   | 21:25:02.531099
11780  | 21:25:02.535100
10448  | 21:25:02.539101
6652   | 21:25:02.543101
9716   | 21:25:02.548103
11444  | 21:25:02.552104
6576   | 21:25:02.557104
2928   | 21:25:02.561105
9916   | 21:25:02.565106
10688  | 21:25:02.569107
3200   | 21:25:02.573108
11156  | 21:25:02.577109
10656  | 21:25:02.581110
11636  | 21:25:02.585111
11312  | 21:25:02.589112
12088  | 21:25:02.593113
11284  | 21:25:02.598114
6584   | 21:25:02.602115
9748   | 21:25:02.607116
10904  | 21:25:02.611118
7720   | 21:25:02.615118
10860  | 21:25:02.619118
11352  | 21:25:02.624121
11192  | 21:25:02.628121
12000  | 21:25:02.632121
10652  | 21:25:02.637122
7936   | 21:25:02.641124
8324   | 21:25:02.645124
6136   | 21:25:02.649125
10516  | 21:25:02.653126
5728   | 21:25:02.657127
1600   | 21:25:02.661128
6996   | 21:25:02.665129
11780  | 21:25:02.669130
10448  | 21:25:02.673131
6652   | 21:25:02.677132
9716   | 21:25:02.681133
11444  | 21:25:02.685133
6576   | 21:25:02.690134
2928   | 21:25:02.694135
9916   | 21:25:02.698138
10688  | 21:25:02.702138
3200   | 21:25:02.706138
11156  | 21:25:02.710139
10656  | 21:25:02.714140
11636  | 21:25:02.718141
11312  | 21:25:02.723143
12088  | 21:25:02.727143
11284  | 21:25:02.732145
6584   | 21:25:02.736145
9748   | 21:25:02.741146
10904  | 21:25:02.746147
7720   | 21:25:02.750148
10860  | 21:25:02.754149
11352  | 21:25:02.758150
11192  | 21:25:02.762151
12000  | 21:25:02.767153
10652  | 21:25:02.771153
7936   | 21:25:02.775154
8324   | 21:25:02.779155
6136   | 21:25:02.783155
10516  | 21:25:02.787156
5728   | 21:25:02.792158
1600   | 21:25:02.796158
6996   | 21:25:02.800159
11780  | 21:25:02.804160
10448  | 21:25:02.809161
6652   | 21:25:02.813162
9716   | 21:25:02.817164
11444  | 21:25:02.821164
6576   | 21:25:02.825165
2928   | 21:25:02.829166
9916   | 21:25:02.834167
10688  | 21:25:02.839168
3200   | 21:25:02.844169
11156  | 21:25:02.848171
10656  | 21:25:02.852171
11636  | 21:25:02.856172
11312  | 21:25:02.860173
12088  | 21:25:02.864174
11284  | 21:25:02.869175
6584   | 21:25:02.874176
9748   | 21:25:02.878178
10904  | 21:25:02.882178
7720   | 21:25:02.887179
10860  | 21:25:02.892180
11352  | 21:25:02.896182
11192  | 21:25:02.900182
12000  | 21:25:02.904183
10652  | 21:25:02.908184
7936   | 21:25:02.912185
8324   | 21:25:02.917186
6136   | 21:25:02.921187
10516  | 21:25:02.925187
5728   | 21:25:02.929188
1600   | 21:25:02.934190
6996   | 21:25:02.939191
11780  | 21:25:02.943192
10448  | 21:25:02.948194
6652   | 21:25:02.952194
9716   | 21:25:02.956195
11444  | 21:25:02.960196
6576   | 21:25:02.964196
2928   | 21:25:02.968198
9916   | 21:25:02.972199
10688  | 21:25:02.977200
3200   | 21:25:02.981201
11156  | 21:25:02.986201
10656  | 21:25:03.000207
11636  | 21:25:03.005209
11312  | 21:25:03.009210
12088  | 21:25:03.013210
11284  | 21:25:03.017212
6584   | 21:25:03.022212
9748   | 21:25:03.026213
10904  | 21:25:03.030214
7720   | 21:25:03.034214
10860  | 21:25:03.039215
11352  | 21:25:03.043217
11192  | 21:25:03.047218
12000  | 21:25:03.051219
10652  | 21:25:03.055219
7936   | 21:25:03.059220
8324   | 21:25:03.063222
6136   | 21:25:03.068222
10516  | 21:25:03.072224
5728   | 21:25:03.076225
1600   | 21:25:03.080226
6996   | 21:25:03.084226
11780  | 21:25:03.088227
10448  | 21:25:03.092228
6652   | 21:25:03.096229
9716   | 21:25:03.100230
11444  | 21:25:03.105231
6576   | 21:25:03.109231
2928   | 21:25:03.113233
9916   | 21:25:03.117234
10688  | 21:25:03.121234
3200   | 21:25:03.125236
11156  | 21:25:03.129237
10656  | 21:25:03.134238
11636  | 21:25:03.138239
11312  | 21:25:03.143240
12088  | 21:25:03.147241
11284  | 21:25:03.152242
6584   | 21:25:03.156243
9748   | 21:25:03.160243
10904  | 21:25:03.164245
7720   | 21:25:03.168245
10860  | 21:25:03.172246
11352  | 21:25:03.176247
11192  | 21:25:03.180247
12000  | 21:25:03.184249
10652  | 21:25:03.188249
7936   | 21:25:03.192250
8324   | 21:25:03.196252
6136   | 21:25:03.201253
10516  | 21:25:03.205254
5728   | 21:25:03.209255
1600   | 21:25:03.213256
6996   | 21:25:03.217256
11780  | 21:25:03.221257
10448  | 21:25:03.225259
6652   | 21:25:03.229259
9716   | 21:25:03.234261
11444  | 21:25:03.238261
6576   | 21:25:03.242262
2928   | 21:25:03.246263
9916   | 21:25:03.250263
10688  | 21:25:03.254264
3200   | 21:25:03.259266
11156  | 21:25:03.263266
10656  | 21:25:03.268267
11636  | 21:25:03.272268
11312  | 21:25:03.277269
12088  | 21:25:03.281270
11284  | 21:25:03.285272
6584   | 21:25:03.289272
9748   | 21:25:03.294274
10904  | 21:25:03.298274
7720   | 21:25:03.302275
10860  | 21:25:03.306277
11352  | 21:25:03.310278
11192  | 21:25:03.314278
12000  | 21:25:03.318279
10652  | 21:25:03.322280
7936   | 21:25:03.326281
8324   | 21:25:03.331282
6136   | 21:25:03.336284
10516  | 21:25:03.340284
5728   | 21:25:03.344285
1600   | 21:25:03.348286
6996   | 21:25:03.352287
11780  | 21:25:03.356288
10448  | 21:25:03.360289
6652   | 21:25:03.364289
9716   | 21:25:03.369290
11444  | 21:25:03.373292
6576   | 21:25:03.377292
2928   | 21:25:03.381294
9916   | 21:25:03.386294
10688  | 21:25:03.390296
3200   | 21:25:03.395296
11156  | 21:25:03.399298
10656  | 21:25:03.404298
11636  | 21:25:03.409299
11312  | 21:25:03.413300
12088  | 21:25:03.417301
11284  | 21:25:03.421302
6584   | 21:25:03.426304
9748   | 21:25:03.430305
10904  | 21:25:03.434306
7720   | 21:25:03.438306
10860  | 21:25:03.442307
11352  | 21:25:03.446308
11192  | 21:25:03.450309
12000  | 21:25:03.455310
10652  | 21:25:03.459311
7936   | 21:25:03.463312
8324   | 21:25:03.467313
6136   | 21:25:03.471313
10516  | 21:25:03.475314
5728   | 21:25:03.480316
1600   | 21:25:03.484317
6996   | 21:25:03.488317
11780  | 21:25:03.492318
10448  | 21:25:03.496320
6652   | 21:25:03.500321
9716   | 21:25:03.505322
11444  | 21:25:03.510322
6576   | 21:25:03.514324
2928   | 21:25:03.518325
9916   | 21:25:03.523326
10688  | 21:25:03.527327
3200   | 21:25:03.531328
11156  | 21:25:03.536328
10656  | 21:25:03.540329
11636  | 21:25:03.545329
11312  | 21:25:03.549332
12088  | 21:25:03.555333
11284  | 21:25:03.559333
6584   | 21:25:03.563335
9748   | 21:25:03.567335
10904  | 21:25:03.571337
7720   | 21:25:03.575338
10860  | 21:25:03.579338
11352  | 21:25:03.583338
11192  | 21:25:03.587340
12000  | 21:25:03.592340
10652  | 21:25:03.596342
7936   | 21:25:03.600343
8324   | 21:25:03.604344
6136   | 21:25:03.608345
10516  | 21:25:03.613345
5728   | 21:25:03.617347
1600   | 21:25:03.621348
6996   | 21:25:03.625349
11780  | 21:25:03.629350
10448  | 21:25:03.633350
6652   | 21:25:03.637351
9716   | 21:25:03.641353
11444  | 21:25:03.645353
6576   | 21:25:03.650353
2928   | 21:25:03.654354
9916   | 21:25:03.658356
10688  | 21:25:03.662357
3200   | 21:25:03.666358
11156  | 21:25:03.670359
10656  | 21:25:03.674359
11636  | 21:25:03.678361
11312  | 21:25:03.682362
12088  | 21:25:03.686362
11284  | 21:25:03.701237
6584   | 21:25:03.706237
9748   | 21:25:03.710239
10904  | 21:25:03.714240
7720   | 21:25:03.718241
10860  | 21:25:03.722241
11352  | 21:25:03.727242
11192  | 21:25:03.731243
12000  | 21:25:03.736244
10652  | 21:25:03.741246
7936   | 21:25:03.745246
8324   | 21:25:03.749247
6136   | 21:25:03.753248
10516  | 21:25:03.758249
5728   | 21:25:03.762250
1600   | 21:25:03.766251
6996   | 21:25:03.770252
11780  | 21:25:03.775254
10448  | 21:25:03.780254
6652   | 21:25:03.785255
9716   | 21:25:03.791256
11444  | 21:25:03.796258
6576   | 21:25:03.801259
2928   | 21:25:03.806261
9916   | 21:25:03.812261
10688  | 21:25:03.817263
3200   | 21:25:03.822264
11156  | 21:25:03.827265
10656  | 21:25:03.833267
11636  | 21:25:03.838267
11312  | 21:25:03.843269
12088  | 21:25:03.848271
11284  | 21:25:03.853271
6584   | 21:25:03.859273
9748   | 21:25:03.864274
10904  | 21:25:03.869275
7720   | 21:25:03.874276
10860  | 21:25:03.879277
11352  | 21:25:03.884279
11192  | 21:25:03.890279
12000  | 21:25:03.895281
10652  | 21:25:03.900282
7936   | 21:25:03.905284
8324   | 21:25:03.910285
6136   | 21:25:03.915286
10516  | 21:25:03.920286
5728   | 21:25:03.926288
1600   | 21:25:03.931289
6996   | 21:25:03.937290
11780  | 21:25:03.942291
10448  | 21:25:03.947292
6652   | 21:25:03.952294
9716   | 21:25:03.957296
11444  | 21:25:03.962296
6576   | 21:25:03.967298
2928   | 21:25:03.972297
9916   | 21:25:03.977299
10688  | 21:25:03.982300
3200   | 21:25:03.988302
11156  | 21:25:03.993303
10656  | 21:25:03.998304
11636  | 21:25:04.003305
11312  | 21:25:04.008306
12088  | 21:25:04.013307
11284  | 21:25:04.018308
6584   | 21:25:04.022310
9748   | 21:25:04.028310
10904  | 21:25:04.035312
7720   | 21:25:04.042314
10860  | 21:25:04.048316
11352  | 21:25:04.053317
11192  | 21:25:04.057318
12000  | 21:25:04.062319
10652  | 21:25:04.066320
7936   | 21:25:04.071321
8324   | 21:25:04.077321
6136   | 21:25:04.083323
10516  | 21:25:04.090324
5728   | 21:25:04.096325
1600   | 21:25:04.101326
6996   | 21:25:04.107329
11780  | 21:25:04.112330
10448  | 21:25:04.116330
6652   | 21:25:04.120332
9716   | 21:25:04.124332
11444  | 21:25:04.129334
6576   | 21:25:04.134334
2928   | 21:25:04.138336
9916   | 21:25:04.142336
10688  | 21:25:04.146338
3200   | 21:25:04.150338
11156  | 21:25:04.155339
10656  | 21:25:04.159339
11636  | 21:25:04.163341
11312  | 21:25:04.167342
12088  | 21:25:04.172344
11284  | 21:25:04.176345
6584   | 21:25:04.181346
9748   | 21:25:04.185346
10904  | 21:25:04.189347
7720   | 21:25:04.194348
10860  | 21:25:04.198349
11352  | 21:25:04.203351
11192  | 21:25:04.207350
12000  | 21:25:04.212352
10652  | 21:25:04.216353
7936   | 21:25:04.220353
8324   | 21:25:04.225355
6136   | 21:25:04.230357
10516  | 21:25:04.234358
5728   | 21:25:04.239359
1600   | 21:25:04.243360
6996   | 21:25:04.247360
11780  | 21:25:04.251360
10448  | 21:25:04.255361
6652   | 21:25:04.259363
9716   | 21:25:04.263363
11444  | 21:25:04.267365
6576   | 21:25:04.271366
2928   | 21:25:04.276368
9916   | 21:25:04.280366
10688  | 21:25:04.284369
3200   | 21:25:04.288369
11156  | 21:25:04.292370
10656  | 21:25:04.297372
11636  | 21:25:04.301372
11312  | 21:25:04.305372
12088  | 21:25:04.309374
11284  | 21:25:04.313374
6584   | 21:25:04.317375
9748   | 21:25:04.321376
10904  | 21:25:04.325378
7720   | 21:25:04.329379
10860  | 21:25:04.335380
11352  | 21:25:04.339381
11192  | 21:25:04.343382
12000  | 21:25:04.347383
10652  | 21:25:04.352384
7936   | 21:25:04.356386
8324   | 21:25:04.360385
6136   | 21:25:04.364386
10516  | 21:25:04.368387
5728   | 21:25:04.372389
1600   | 21:25:04.376390
6996   | 21:25:04.380391
11780  | 21:25:04.384391
10448  | 21:25:04.389392
6652   | 21:25:04.394392
9716   | 21:25:04.398393
11444  | 21:25:04.403395
6576   | 21:25:04.407397
2928   | 21:25:04.411398
9916   | 21:25:04.416398
10688  | 21:25:04.420399
3200   | 21:25:04.424399
11156  | 21:25:04.428401
10656  | 21:25:04.432402
11636  | 21:25:04.436403
11312  | 21:25:04.440403
12088  | 21:25:04.444404
11284  | 21:25:04.448405
6584   | 21:25:04.452406
9748   | 21:25:04.456408
10904  | 21:25:04.461409
7720   | 21:25:04.464410
10860  | 21:25:04.469411
11352  | 21:25:04.473411
11192  | 21:25:04.477413
12000  | 21:25:04.481413
10652  | 21:25:04.485413
7936   | 21:25:04.489415
8324   | 21:25:04.493416
6136   | 21:25:04.498417
10516  | 21:25:04.503418
5728   | 21:25:04.507419
1600   | 21:25:04.512421
6996   | 21:25:04.517421
11780  | 21:25:04.521422
10448  | 21:25:04.525423
6652   | 21:25:04.529424
9716   | 21:25:04.534425
11444  | 21:25:04.538426
6576   | 21:25:04.542427
2928   | 21:25:04.547427
9916   | 21:25:04.551429
10688  | 21:25:04.555430
3200   | 21:25:04.559431
11156  | 21:25:04.563432
10656  | 21:25:04.567433
11636  | 21:25:04.571433
11312  | 21:25:04.575434
12088  | 21:25:04.579435
11284  | 21:25:04.584436
6584   | 21:25:04.588437
9748   | 21:25:04.593437
10904  | 21:25:04.597438
7720   | 21:25:04.601440
10860  | 21:25:04.605441
11352  | 21:25:04.609442
11192  | 21:25:04.613443
12000  | 21:25:04.617444
10652  | 21:25:04.621444
7936   | 21:25:04.626447
8324   | 21:25:04.630447
6136   | 21:25:04.634447
10516  | 21:25:04.638448
5728   | 21:25:04.643449
1600   | 21:25:04.648451
6996   | 21:25:04.652451
11780  | 21:25:04.657453
10448  | 21:25:04.661453
6652   | 21:25:04.665455
9716   | 21:25:04.669456
11444  | 21:25:04.674457
6576   | 21:25:04.678457
2928   | 21:25:04.682458
9916   | 21:25:04.686460
10688  | 21:25:04.690461
3200   | 21:25:04.694461
11156  | 21:25:04.698462
10656  | 21:25:04.702463
11636  | 21:25:04.706464
11312  | 21:25:04.710465
12088  | 21:25:04.714466
11284  | 21:25:04.718466
6584   | 21:25:04.722467
9748   | 21:25:04.727468
10904  | 21:25:04.731469
7720   | 21:25:04.735471
10860  | 21:25:04.739472
11352  | 21:25:04.744473
11192  | 21:25:04.749474
12000  | 21:25:04.753474
10652  | 21:25:04.757475
7936   | 21:25:04.761475
8324   | 21:25:04.765477
6136   | 21:25:04.769478
10516  | 21:25:04.773479
5728   | 21:25:04.777481
1600   | 21:25:04.781480
6996   | 21:25:04.786481
11780  | 21:25:04.790483
10448  | 21:25:04.794483
6652   | 21:25:04.798485
9716   | 21:25:04.802486
11444  | 21:25:04.807486
6576   | 21:25:04.811488
2928   | 21:25:04.815489
9916   | 21:25:04.820489
10688  | 21:25:04.824491
3200   | 21:25:04.828492
11156  | 21:25:04.832493
10656  | 21:25:04.837494
11636  | 21:25:04.841494
11312  | 21:25:04.845494
12088  | 21:25:04.849495
11284  | 21:25:04.853497
6584   | 21:25:04.857497
9748   | 21:25:04.861498
10904  | 21:25:04.866500
7720   | 21:25:04.870501
10860  | 21:25:04.874501
11352  | 21:25:04.879502
11192  | 21:25:04.884503
12000  | 21:25:04.889505
10652  | 21:25:04.893506
7936   | 21:25:04.897507
8324   | 21:25:04.901507
6136   | 21:25:04.905509
10516  | 21:25:04.909510
5728   | 21:25:04.913510
1600   | 21:25:04.918512
6996   | 21:25:04.923513
11780  | 21:25:04.927514
10448  | 21:25:04.932515
6652   | 21:25:04.937516
9716   | 21:25:04.941516
11444  | 21:25:04.946519
6576   | 21:25:04.950519
2928   | 21:25:04.954519
